"sector","provincia","anio","vab","es_extractivo","region","participacion","variacion_pct"
"Fabricación de sustancias y productos químicos","Cordoba",2004,344.61760125566565,FALSE,"Pampeana",0.0836179845878439,NA
"Fabricación de productos de caucho y plástico","Cordoba",2004,314.84082724628604,FALSE,"Pampeana",0.07639295074999063,NA
"Fabricación de productos minerales no metálicos","Cordoba",2004,306.5684376832853,FALSE,"Pampeana",0.07438573887090132,NA
"Fabricación de metales comunes","Cordoba",2004,154.1448572442425,FALSE,"Pampeana",0.03740169466208471,NA
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","Cordoba",2004,369.4159433839859,FALSE,"Pampeana",0.08963505215007676,NA
"Fabricación de maquinaria y equipo n.c.p.","Cordoba",2004,527.9169071070415,FALSE,"Pampeana",0.12809371210668274,NA
"Fabricación de maquinaria de oficina, contabilidad e informática","Cordoba",2004,22.10257381751305,FALSE,"Pampeana",0.005362966575387896,NA
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","Cordoba",2004,123.41604154087524,FALSE,"Pampeana",0.02994565751097993,NA
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","Cordoba",2004,8.372579886912686,FALSE,"Pampeana",0.0020315220505088666,NA
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","Cordoba",2004,39.35446119192565,FALSE,"Pampeana",0.009548963017034055,NA
"Fabricación de vehículos automotores, remolques y semirremolques","Cordoba",2004,738.5395527950388,FALSE,"Pampeana",0.17919917241056302,NA
"Fabricación de equipo de transporte n.c.p.","Cordoba",2004,67.83896757362474,FALSE,"Pampeana",0.01646044115088082,NA
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","Cordoba",2004,204.3352550559524,FALSE,"Pampeana",0.04957988839155638,NA
"Reciclamiento","Cordoba",2004,7.034536603475733,FALSE,"Pampeana",0.0017068593453985314,NA
"Reparación, mantenimiento e instalación de maquinas y equipos","Cordoba",2004,64.60625969522694,FALSE,"Pampeana",0.01567605719437963,NA
"Generación captación y distribución de energía eléctrica","Cordoba",2004,426.3819659616094,FALSE,"Pampeana",0.1034572828793558,NA
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","Cordoba",2004,93.41872197099948,FALSE,"Pampeana",0.02266711051764274,NA
"Captación , depuración y distribución de agua","Cordoba",2004,82.7145579125885,FALSE,"Pampeana",0.020069853087956398,NA
"Construcción","Cordoba",2004,1067.3496032204248,FALSE,"Pampeana",0.25898161424933747,NA
"Comercio mayorista, minorista y reparaciones","Cordoba",2004,5858.788889963116,FALSE,"Pampeana",1.4215760231611583,NA
"Hoteles; campamentos y otros tipos de hospedaje temporal","Cordoba",2004,143.99450294124787,FALSE,"Pampeana",0.03493881358295119,NA
"Restaurantes, bares y cantinas","Cordoba",2004,412.6780100377816,FALSE,"Pampeana",0.1001321562141597,NA
"Transporte","Cordoba",2004,1499.7612741563482,FALSE,"Pampeana",0.3639019442155929,NA
"Comunicaciones","Cordoba",2004,665.7377943960829,FALSE,"Pampeana",0.16153456012845385,NA
"Intermediación financiera y otros servicios financieros","Cordoba",2004,487.78701014878834,FALSE,"Pampeana",0.11835659742321789,NA
"Servicios de seguros","Cordoba",2004,201.22005283178086,FALSE,"Pampeana",0.04882401599670577,NA
"Servicios auxiliares a la actividad financiera","Cordoba",2004,64.42837853862717,FALSE,"Pampeana",0.01563289612612069,NA
"Propiedad de la vivienda*","Cordoba",2004,2115.707030129877,FALSE,"Pampeana",0.5133549685018723,NA
"Resto","Cordoba",2004,1308.71987870906,FALSE,"Pampeana",0.3175476767552366,NA
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","Cordoba",2004,1286.9292527943085,FALSE,"Pampeana",0.31226040119165505,NA
"Enseñanza pública","Cordoba",2004,938.8911402894391,FALSE,"Pampeana",0.22781246405386502,NA
"Enseñanza privada","Cordoba",2004,380.54672458078534,FALSE,"Pampeana",0.09233582392485952,NA
"Salud pública","Cordoba",2004,263.75716720448526,FALSE,"Pampeana",0.06399801595123959,NA
"Salud privada","Cordoba",2004,798.2275094902146,FALSE,"Pampeana",0.1936818529957441,NA
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","Cordoba",2004,122.15143737918484,FALSE,"Pampeana",0.029638814067938543,NA
"Asociaciones","Cordoba",2004,217.74050969908342,FALSE,"Pampeana",0.052832538204163774,NA
"Servicios culturales y deportivos. Otras actividades","Cordoba",2004,582.2576919973585,FALSE,"Pampeana",0.14127895539342608,NA
"Servicio doméstico*","Cordoba",2004,223.6285978389283,FALSE,"Pampeana",0.05426122339475029,NA
"Agricultura, ganaderia, caza y servicios conexos","Corrientes",2004,315.1607407280621,FALSE,"NEA",0.07647057452919147,NA
"Silvicultura, extracción de madera y servicios conexos","Corrientes",2004,24.681498981292176,FALSE,"NEA",0.005988716751270825,NA
"Pesca","Corrientes",2004,3.4280518968050644,FALSE,"NEA",8.317822120197419e-4,NA
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","Corrientes",2004,0,TRUE,"NEA",0,NA
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","Corrientes",2004,8.363623842847817,TRUE,"NEA",0.002029348956761317,NA
"Elaboración de productos alimenticios y bebidas","Corrientes",2004,160.04405446272438,FALSE,"NEA",0.03883307535853879,NA
"Elaboración de productos de tabaco","Corrientes",2004,53.26261316909376,FALSE,"NEA",0.012923635794729604,NA
"Fabricación de productos textiles","Corrientes",2004,81.11499054721602,FALSE,"NEA",0.019681734202508915,NA
